,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
20587,S. Coleman,Everton,Premier League,70,80,10,30,2,71,74,79,79,70,68,3,10000000,76000,High,2020
20588,A. Lallana,Liverpool,Premier League,73,61,10,31,3,73,72,79,79,68,77,4,11000000,89000,High,2020
20589,A. Modeste,1. FC Köln,Bundesliga,74,30,9,31,2,63,71,79,79,77,64,3,11500000,36000,Medium,2020
20590,M. Gradel,Toulouse Football Club,Ligue 1,72,35,10,31,2,67,79,79,79,70,74,4,11000000,38000,High,2020
20591,Yuri Berchiche,Athletic Club de Bilbao,La Liga,69,77,10,29,2,65,76,79,79,79,70,3,10500000,27000,High,2020
20592,O. Toprak,SV Werder Bremen,Bundesliga,55,81,11,29,3,56,69,79,79,63,55,2,10500000,32000,Medium,2020
20593,N. Kalinić,Atlético Madrid,La Liga,74,35,9,31,3,66,67,79,79,69,63,3,11500000,60000,High,2020
20594,C. Stuani,Girona FC,La Liga,76,45,12,32,1,71,69,79,79,81,68,4,10000000,15000,Medium,2020
20595,S. Ulreich,FC Bayern München,Bundesliga,17,16,76,30,2,22,47,79,79,42,20,1,8500000,68000,Medium,2020
20596,K. Asamoah,Inter,Serie A,71,80,4,30,2,75,78,79,79,76,76,4,10000000,60000,High,2020
20597,S. Lulić,Lazio,Serie A,72,75,9,33,2,71,76,79,79,78,74,3,7500000,53000,High,2020
20598,J. Wilshere,West Ham United,Premier League,68,63,11,27,3,73,72,79,79,67,78,3,13000000,83000,Medium,2020
20599,Guaita,Crystal Palace,Premier League,23,18,78,32,2,29,57,79,79,48,25,1,7500000,45000,Medium,2020
20600,Cote,SD Eibar,La Liga,65,80,12,29,1,67,69,79,79,66,71,3,10500000,27000,High,2020
20601,Iago Falqué,Torino,Serie A,71,40,10,29,3,61,79,79,79,60,79,4,12500000,56000,High,2020
20602,J. Pastore,Roma,Serie A,74,51,10,30,3,72,67,79,79,62,80,4,11500000,47000,High,2020
20603,F. Orellana,SD Eibar,La Liga,73,35,13,33,2,63,74,79,79,60,79,4,7500000,28000,High,2020
20604,Kike García,SD Eibar,La Liga,74,30,10,29,1,65,62,79,79,75,58,3,12500000,32000,Medium,2020
20605,Escudero,Sevilla FC,La Liga,67,79,11,29,1,70,73,79,79,72,71,3,10500000,20000,Medium,2020
20606,Mario Gaspar,Villarreal CF,La Liga,72,81,10,28,2,66,70,79,79,74,68,3,11000000,35000,High,2020
20607,Herrerín,Athletic Club de Bilbao,La Liga,14,14,79,31,1,28,52,79,79,53,17,1,8000000,21000,Medium,2020
20608,I. Belfodil,TSG 1899 Hoffenheim,Bundesliga,73,28,10,27,2,65,66,79,79,76,73,3,13500000,44000,High,2020
20609,A. Yarmolenko,West Ham United,Premier League,75,34,7,29,3,74,69,79,79,71,80,4,12500000,87000,High,2020
20610,W. Khazri,AS Saint-Étienne,Ligue 1,71,36,8,28,1,73,75,79,79,69,77,4,13000000,43000,High,2020
20611,D. Caligiuri,FC Schalke 04,Bundesliga,72,70,11,31,2,76,73,79,79,77,78,3,9000000,33000,Medium,2020
20612,Danilo,Juventus,Serie A,72,79,10,27,2,71,70,79,79,77,74,3,11000000,90000,High,2020
20613,N. Pallois,FC Nantes,Ligue 1,60,79,12,31,2,57,51,79,79,74,52,2,9500000,29000,Medium,2020
20614,Vitolo,Atlético Madrid,La Liga,73,37,13,29,2,62,73,79,79,75,75,3,12500000,57000,Medium,2020
20615,M. Badelj,Fiorentina,Serie A,67,76,10,30,2,72,63,79,79,69,71,3,10500000,53000,Medium,2020
20616,C. Tătărușanu,Olympique Lyonnais,Ligue 1,18,13,78,33,2,27,50,79,79,49,18,1,7000000,52000,Medium,2020
20617,D. Suárez,Getafe CF,La Liga,69,79,11,31,1,70,75,79,79,76,71,3,9000000,26000,High,2020
20618,Roque Mesa,CD Leganés,La Liga,56,75,10,30,2,71,76,79,79,70,66,3,10500000,32000,Medium,2020
20619,Mário Rui,Napoli,Serie A,59,74,9,28,2,66,84,79,79,75,72,3,11000000,62000,High,2020
20620,T. Inui,SD Eibar,La Liga,66,43,11,31,1,59,84,79,79,66,77,4,11000000,28000,Medium,2020
20621,D. Cheryshev,Valencia CF,La Liga,73,53,10,28,2,68,75,79,79,75,74,3,12500000,41000,High,2020
20622,C. Bacca,Villarreal CF,La Liga,72,23,9,32,3,65,72,79,79,68,67,3,10000000,40000,Medium,2020
20623,J. Hector,1. FC Köln,Bundesliga,66,78,11,29,3,69,73,79,79,70,71,3,10500000,32000,Medium,2020
20624,Rubén Peña,Villarreal CF,La Liga,73,76,10,27,1,68,81,79,79,71,68,4,11000000,34000,High,2020
20625,D. Benedetto,Olympique de Marseille,Ligue 1,71,31,11,29,2,65,75,79,79,78,69,3,12500000,46000,High,2020
20626,Rubén Alcaraz,Real Valladolid CF,La Liga,72,78,11,28,1,75,67,79,79,81,78,3,12500000,26000,Medium,2020
20627,A. Meret,Napoli,Serie A,20,14,76,22,1,21,49,78,89,46,20,1,14000000,36000,Medium,2020
20628,I. Sarr,Watford,Premier League,66,20,9,21,1,55,83,78,88,70,70,4,17000000,47000,High,2020
20629,D. Rice,West Ham United,Premier League,50,78,9,20,1,61,61,78,87,63,56,2,15000000,49000,Medium,2020
20630,F. Neuhaus,Borussia Mönchengladbach,Bundesliga,65,64,10,22,1,64,75,78,87,68,68,3,15500000,26000,Medium,2020
20631,J. Andersen,Olympique Lyonnais,Ligue 1,50,78,11,23,1,54,60,78,86,63,51,2,14000000,50000,Medium,2020
20632,D. Zakaria,Borussia Mönchengladbach,Bundesliga,63,80,11,22,1,69,73,78,86,71,69,3,15000000,26000,Medium,2020
20633,I. Diop,West Ham United,Premier League,51,79,9,22,2,57,61,78,86,61,48,2,14000000,59000,Medium,2020
20634,H. Onyekuru,AS Monaco,Ligue 1,68,33,9,22,2,56,85,78,86,70,68,4,15500000,35000,High,2020
20635,J. Ikoné,LOSC Lille,Ligue 1,61,34,10,21,1,62,85,78,86,61,75,4,15500000,29000,High,2020
20636,C. Ünder,Roma,Serie A,70,35,9,21,1,53,80,78,86,66,75,3,15500000,35000,Medium,2020
20637,M. Ødegaard,Real Sociedad,La Liga,70,35,12,20,3,59,75,78,85,61,81,5,14500000,25000,Medium,2020
20638,J. Bamba,LOSC Lille,Ligue 1,68,34,12,23,1,63,83,78,85,70,73,4,14500000,35000,High,2020
20639,N. Amiri,Bayer 04 Leverkusen,Bundesliga,65,52,12,22,1,64,76,78,85,69,77,4,14500000,50000,Medium,2020
20640,O. Zinchenko,Manchester City,Premier League,70,77,12,22,1,71,74,78,85,70,78,3,13000000,82000,Medium,2020
20641,J. Mateta,1. FSV Mainz 05,Bundesliga,67,27,9,22,1,62,72,78,85,72,54,3,15000000,29000,High,2020
20642,O. Yokuşlu,RC Celta,La Liga,71,74,11,25,1,71,66,78,84,79,72,3,13000000,22000,Medium,2020
20643,B. Cristante,Roma,Serie A,71,74,3,24,2,71,61,78,84,73,72,3,14000000,37000,Medium,2020
20644,L. Dendoncker,Wolverhampton Wanderers,Premier League,73,77,11,24,2,72,63,78,84,80,73,2,14000000,66000,High,2020
20645,M. Dahoud,Borussia Dortmund,Bundesliga,61,61,10,23,2,69,79,78,84,74,72,4,14000000,58000,High,2020
20646,N. Elvedi,Borussia Mönchengladbach,Bundesliga,55,77,11,22,2,59,66,78,84,59,54,3,13000000,24000,Medium,2020
20647,Joelinton,Newcastle United,Premier League,67,38,11,22,1,65,72,78,84,75,60,3,14500000,41000,High,2020
20648,Aarón Martín,1. FSV Mainz 05,Bundesliga,61,77,11,22,1,61,74,78,84,64,69,3,12500000,24000,High,2020
20649,E. Bardhi,Levante UD,La Liga,73,63,10,23,1,71,77,78,84,66,83,4,14000000,23000,Medium,2020
20650,N. Maksimović,Getafe CF,La Liga,65,75,13,24,1,70,65,78,84,71,71,3,14000000,22000,High,2020
20651,Calero,RCD Espanyol,La Liga,59,78,10,23,1,62,72,78,84,67,64,3,13000000,23000,High,2020
20652,J. Butland,Stoke City,Premier League,18,15,76,26,2,33,58,78,83,52,22,1,10000000,29000,Medium,2020
20653,Óliver Torres,Sevilla FC,La Liga,67,62,8,24,3,68,73,78,83,59,77,3,13500000,17000,High,2020
20654,G. Laborde,Montpellier HSC,Ligue 1,75,27,12,25,1,61,71,78,83,78,66,3,14000000,36000,High,2020
20655,R. De Paul,Udinese,Serie A,66,36,11,25,1,62,74,78,83,69,78,4,14000000,21000,Medium,2020
20656,D. Selke,Hertha BSC,Bundesliga,67,36,11,24,1,64,73,78,83,72,57,3,14000000,29000,High,2020
20657,M. Lemina,Southampton,Premier League,69,71,12,25,2,71,71,78,83,70,75,3,13500000,53000,Medium,2020
20658,D. Origi,Liverpool,Premier League,73,19,14,24,2,61,75,78,83,74,61,4,14000000,77000,High,2020
20659,E. Pulgar,Fiorentina,Serie A,63,77,12,25,1,72,67,78,83,76,75,3,12500000,45000,Medium,2020
20660,J. Musso,Udinese,Serie A,19,14,78,25,1,27,43,78,83,45,17,1,10000000,14000,Medium,2020
20661,Rúben Vezo,Levante UD,La Liga,62,79,10,25,1,61,72,78,83,68,56,2,12500000,23000,Medium,2020
20662,B. Santamaria,Angers SCO,Ligue 1,62,77,8,24,1,65,68,78,83,71,68,3,12500000,21000,Medium,2020
20663,Y. Mina,Everton,Premier League,58,76,10,24,1,62,51,78,83,68,46,2,12500000,59000,Medium,2020
20664,Joan Jordán,Sevilla FC,La Liga,66,65,11,24,1,70,64,78,83,68,78,4,13500000,17000,Medium,2020
20665,L. Tousart,Olympique Lyonnais,Ligue 1,58,77,13,22,2,66,65,78,83,76,56,2,12500000,50000,Low,2020
20666,Y. Yazıcı,LOSC Lille,Ligue 1,73,45,9,22,1,64,76,78,83,74,79,4,14000000,35000,High,2020
20667,M. Gregoritsch,FC Augsburg,Bundesliga,73,38,9,25,2,61,64,78,82,72,77,4,13500000,26000,High,2020
20668,J. Lascelles,Newcastle United,Premier League,49,77,11,25,1,48,62,78,82,61,43,2,12000000,37000,Medium,2020
20669,Denis Suárez,RC Celta,La Liga,68,56,9,25,2,65,78,78,82,65,79,3,13000000,25000,Medium,2020
20670,K. Rekik,Hertha BSC,Bundesliga,52,80,11,24,1,59,67,78,82,62,52,2,12000000,24000,Medium,2020
20671,B. Traoré,Olympique Lyonnais,Ligue 1,70,38,10,23,2,65,80,78,82,71,78,4,13500000,61000,High,2020
20672,I. Amadou,Norwich City,Premier League,58,75,10,26,2,65,70,78,82,76,62,3,12000000,46000,Medium,2020
20673,M. Meyer,Crystal Palace,Premier League,63,66,11,23,2,72,77,78,82,61,76,4,13500000,48000,Medium,2020
20674,A. Mitrović,Fulham,Premier League,68,20,10,24,1,64,65,78,82,77,55,3,13500000,45000,Medium,2020
20675,G. Maripán,Deportivo Alavés,La Liga,47,78,10,25,1,49,43,78,82,58,42,2,12000000,23000,Low,2020
20676,E. Skhiri,1. FC Köln,Bundesliga,68,77,13,24,1,68,68,78,82,76,70,3,12000000,24000,Medium,2020
20677,M. Sels,RC Strasbourg Alsace,Ligue 1,19,13,76,27,1,24,42,78,81,48,23,1,9000000,24000,Medium,2020
20678,A. Soumaoro,LOSC Lille,Ligue 1,55,76,10,27,1,52,60,78,81,66,46,2,11000000,36000,Medium,2020
20679,J. Veretout,Roma,Serie A,68,71,9,26,1,75,71,78,81,72,75,3,12500000,42000,Medium,2020
20680,S. Meïté,Torino,Serie A,65,74,10,25,1,71,67,78,81,79,69,3,13000000,43000,Medium,2020
20681,J. Boëtius,1. FSV Mainz 05,Bundesliga,69,40,11,25,1,59,81,78,81,71,73,4,13000000,29000,Medium,2020
20682,D. Berardi,Sassuolo,Serie A,72,35,5,24,2,66,77,78,81,70,76,4,13000000,50000,High,2020
20683,R. Gagliardini,Inter,Serie A,67,77,8,25,2,66,63,78,81,73,66,3,12000000,51000,Medium,2020
20684,Ayoze Pérez,Leicester City,Premier League,72,50,11,25,1,69,79,78,81,69,70,4,13000000,79000,High,2020
20685,H. Hateboer,Atalanta,Serie A,69,76,10,25,1,66,76,78,81,72,61,3,13000000,50000,Medium,2020
20686,Rafael Tolói,Atalanta,Serie A,48,79,12,28,2,62,66,78,80,67,60,2,10500000,50000,High,2020
20687,S. Duffy,Brighton & Hove Albion,Premier League,50,77,11,27,1,60,47,78,80,68,47,2,11000000,46000,Medium,2020
20688,F. Lejeune,Newcastle United,Premier League,58,76,12,28,2,59,56,78,80,74,58,2,10500000,41000,Medium,2020
20689,L. Dunk,Brighton & Hove Albion,Premier League,48,77,11,27,1,53,50,78,80,62,55,2,11000000,46000,Medium,2020
20690,Pedro Mendes,Montpellier HSC,Ligue 1,42,79,9,28,1,51,61,78,80,65,58,2,10500000,33000,Medium,2020
20691,C. Hérelle,OGC Nice,Ligue 1,58,78,12,26,1,58,65,78,80,67,57,2,11000000,31000,Medium,2020
20692,Omar Mascarell,FC Schalke 04,Bundesliga,59,74,8,26,1,70,68,78,80,73,73,3,11500000,30000,Low,2020
20693,V. Wanyama,Tottenham Hotspur,Premier League,65,79,11,28,2,71,61,78,79,73,66,2,10500000,77000,Low,2020
20694,C. Kabasele,Watford,Premier League,58,78,12,28,1,58,65,78,79,66,48,2,10000000,61000,Medium,2020
20695,A. Delort,Montpellier HSC,Ligue 1,75,28,10,27,2,65,72,78,79,79,64,3,12000000,37000,High,2020
20696,Joel Robles,Real Betis,La Liga,12,12,77,29,1,22,48,78,79,44,20,1,8500000,20000,Medium,2020
20697,M. Uth,FC Schalke 04,Bundesliga,72,36,9,27,1,64,75,78,79,75,67,3,12000000,36000,Medium,2020
20698,M. Doherty,Wolverhampton Wanderers,Premier League,66,74,11,27,1,67,71,78,79,76,65,3,10500000,69000,High,2020
20699,David López,RCD Espanyol,La Liga,63,76,10,29,1,67,55,78,79,71,59,2,10000000,29000,Medium,2020
20700,R. Freuler,Atalanta,Serie A,65,72,11,27,2,69,68,78,79,70,72,4,11500000,52000,Medium,2020
20701,D. Demme,RB Leipzig,Bundesliga,56,74,11,27,1,70,73,78,79,66,69,3,10500000,45000,Medium,2020
20702,A. Schwolow,SC Freiburg,Bundesliga,14,14,75,27,1,21,46,78,79,47,17,1,8500000,20000,Medium,2020
20703,J. Vestergaard,Southampton,Premier League,51,78,12,26,2,69,39,78,79,61,55,2,11000000,51000,Medium,2020
20704,F. Mollet,Montpellier HSC,Ligue 1,66,49,12,27,1,66,78,78,79,71,78,4,12000000,34000,High,2020
20705,J. Hofmann,Borussia Mönchengladbach,Bundesliga,65,44,8,26,2,64,76,78,79,67,73,3,12000000,30000,Medium,2020
20706,V. Grifo,TSG 1899 Hoffenheim,Bundesliga,69,37,10,26,1,62,75,78,79,68,79,4,12000000,36000,Medium,2020
20707,F. Tait,Stade Rennais FC,Ligue 1,65,33,11,26,1,58,76,78,79,65,75,3,12000000,43000,High,2020
20708,D. Laxalt,Milan,Serie A,61,65,9,26,2,64,82,78,79,70,70,4,12000000,40000,High,2020
20709,N. Maksimović,Napoli,Serie A,46,79,10,27,2,48,60,78,79,56,44,2,10500000,54000,Medium,2020
20710,Capa,Athletic Club de Bilbao,La Liga,63,76,10,27,1,72,78,78,79,77,64,3,10500000,23000,High,2020
20711,Bastos,Lazio,Serie A,48,79,11,27,2,52,73,78,79,60,51,2,10500000,44000,Medium,2020
20712,Raffael,Borussia Mönchengladbach,Bundesliga,75,38,10,34,2,68,73,78,78,68,80,4,5500000,33000,High,2020
20713,Andrés Fernández,Villarreal CF,La Liga,18,17,75,32,1,28,62,78,78,51,21,1,6500000,25000,Medium,2020
20714,Hilton,Montpellier HSC,Ligue 1,61,78,11,41,2,67,51,78,78,64,62,3,0,21000,Low,2020
20715,D. Abraham,Eintracht Frankfurt,Bundesliga,61,77,9,32,2,58,68,78,78,73,58,2,6500000,33000,Medium,2020
20716,A. Masiello,Atalanta,Serie A,55,79,11,33,2,51,60,78,78,62,53,2,4900000,48000,Medium,2020
20717,R. Bertrand,Southampton,Premier League,63,78,12,29,2,63,73,78,78,64,73,3,8500000,53000,High,2020
20718,Gervinho,Parma,Serie A,70,26,10,32,3,61,84,78,78,64,67,3,8000000,49000,High,2020
20719,N. Şahin,SV Werder Bremen,Bundesliga,73,75,11,30,3,66,58,78,78,72,80,3,8500000,28000,Medium,2020
20720,S. Defour,Burnley,Premier League,71,73,10,31,2,75,68,78,78,70,77,3,9000000,39000,Medium,2020
20721,K. Mirallas,Everton,Premier League,73,44,12,31,2,62,75,78,78,68,78,4,9000000,75000,High,2020
20722,Manu García,Deportivo Alavés,La Liga,65,77,9,33,1,78,58,78,78,74,67,2,6000000,27000,Medium,2020
20723,Coke,Levante UD,La Liga,72,77,10,32,2,71,73,78,78,71,67,3,6500000,24000,High,2020
20724,C. Ansaldi,Torino,Serie A,70,78,11,32,2,70,74,78,78,68,72,4,8000000,45000,High,2020
20725,J. Tomkins,Crystal Palace,Premier League,50,79,9,30,2,58,50,78,78,57,46,2,8500000,51000,Medium,2020
20726,F. Caicedo,Lazio,Serie A,72,41,9,30,2,70,70,78,78,76,71,3,10000000,52000,High,2020
20727,V. Birsa,Cagliari,Serie A,70,53,4,32,2,66,67,78,78,74,79,4,8000000,35000,Medium,2020
20728,C. Zapata,Genoa,Serie A,43,82,3,32,2,53,60,78,78,62,46,2,6500000,18000,Low,2020
20729,J. Hernández,West Ham United,Premier League,72,25,11,31,3,62,74,78,78,68,64,3,9500000,82000,Medium,2020
20730,P. Diop,SD Eibar,La Liga,65,77,10,33,1,70,58,78,78,79,70,3,5000000,23000,Medium,2020
20731,D. Da Silva,Stade Rennais FC,Ligue 1,52,77,10,31,2,56,60,78,78,63,50,2,7500000,39000,Medium,2020
20732,Marcelo,Olympique Lyonnais,Ligue 1,55,74,12,32,2,62,53,78,78,72,53,2,6500000,58000,Low,2020
20733,S. Jovetić,AS Monaco,Ligue 1,76,31,8,29,3,64,70,78,78,71,76,3,10500000,45000,Medium,2020
20734,M. Cáceres,Lazio,Serie A,63,78,3,32,2,63,74,78,78,71,62,3,6500000,44000,Medium,2020
20735,J. Holebas,Watford,Premier League,68,78,14,35,2,68,69,78,78,74,73,3,2900000,42000,High,2020
20736,T. Deeney,Watford,Premier League,73,31,12,31,2,70,64,78,78,81,64,2,9500000,69000,High,2020
20737,O. Karnezis,Napoli,Serie A,19,19,76,33,2,23,49,78,78,47,19,1,5500000,44000,Medium,2020
20738,N. Petersen,SC Freiburg,Bundesliga,74,37,10,30,2,63,64,78,78,74,56,3,10000000,30000,High,2020
20739,P. Piatti,RCD Espanyol,La Liga,74,41,9,30,2,64,82,78,78,64,72,3,10000000,30000,High,2020
20740,Bruno,Villarreal CF,La Liga,64,77,10,35,3,76,46,78,78,62,76,3,4300000,25000,Medium,2020
20741,Adrien Silva,Leicester City,Premier League,72,69,9,30,3,78,65,78,78,68,78,3,9500000,75000,Medium,2020
20742,Mikel San José,Athletic Club de Bilbao,La Liga,69,77,10,30,2,71,48,78,78,78,58,2,9500000,26000,Medium,2020
20743,D. Welbeck,Watford,Premier League,74,39,10,28,3,64,73,78,78,73,68,3,10500000,72000,High,2020
20744,R. Zieler,Hannover 96,Bundesliga,15,15,75,30,2,26,51,78,78,44,15,1,7000000,25000,Medium,2020
20745,A. Barnes,Burnley,Premier League,74,42,9,29,1,72,67,78,78,77,66,3,10500000,44000,High,2020
20746,C. Grenier,Stade Rennais FC,Ligue 1,73,57,10,28,2,72,63,78,78,72,79,4,10500000,45000,Medium,2020
20747,Camacho,VfL Wolfsburg,Bundesliga,64,76,11,29,2,71,63,78,78,68,66,2,9000000,44000,Medium,2020
20748,R. Boudebouz,AS Saint-Étienne,Ligue 1,70,38,12,29,2,66,73,78,78,66,79,4,10000000,36000,High,2020
20749,A. Mehmedi,VfL Wolfsburg,Bundesliga,73,40,13,28,2,67,75,78,78,71,70,3,10500000,52000,Medium,2020
20750,Daniel Carriço,Sevilla FC,La Liga,61,78,13,30,2,68,54,78,78,67,58,2,8500000,17000,Medium,2020
20751,S. Rudy,TSG 1899 Hoffenheim,Bundesliga,68,75,11,29,2,72,71,78,78,70,80,3,9000000,35000,Medium,2020
20752,B. Hübner,TSG 1899 Hoffenheim,Bundesliga,50,81,11,29,2,59,54,78,78,55,50,2,8500000,35000,Medium,2020
20753,Iborra,Villarreal CF,La Liga,69,75,10,31,2,76,45,78,78,72,73,3,9000000,33000,Medium,2020
20754,J. Baumgartlinger,Bayer 04 Leverkusen,Bundesliga,60,78,11,31,2,69,67,78,78,70,61,2,8000000,53000,Medium,2020
20755,Rafael,Olympique Lyonnais,Ligue 1,66,75,9,28,2,74,80,78,78,74,71,4,9000000,61000,High,2020
20756,B. Mee,Burnley,Premier League,52,78,11,29,1,60,65,78,78,68,52,2,8500000,37000,Medium,2020
20757,De Marcos,Athletic Club de Bilbao,La Liga,66,72,10,30,2,70,77,78,78,73,69,4,8000000,23000,High,2020
20758,M. Hitz,Borussia Dortmund,Bundesliga,22,14,75,31,2,18,46,78,78,48,19,1,6500000,49000,Medium,2020
20759,N. Clyne,Liverpool,Premier League,64,78,11,28,2,66,74,78,78,70,64,3,9000000,77000,High,2020
20760,B. André,LOSC Lille,Ligue 1,69,74,10,28,2,73,72,78,78,78,68,3,10500000,42000,Medium,2020
20761,M. Antonio,West Ham United,Premier League,74,54,11,29,2,70,80,78,78,79,70,4,10000000,79000,Medium,2020
20762,P. Groß,Brighton & Hove Albion,Premier League,70,60,13,28,2,71,66,78,78,73,78,4,10500000,52000,High,2020
20763,J. Guðmundsson,Burnley,Premier League,72,59,9,28,1,70,75,78,78,75,77,4,10500000,40000,High,2020
20764,D. Ginczek,VfL Wolfsburg,Bundesliga,65,31,11,28,2,64,66,78,78,72,57,3,10500000,52000,High,2020
20765,S. Cook,Bournemouth,Premier League,51,77,11,28,1,54,60,78,78,59,52,2,9000000,61000,Medium,2020
20766,Jaume Costa,Valencia CF,La Liga,64,78,12,31,1,68,74,78,78,68,67,3,7500000,33000,High,2020
20767,R. Soriano,Bologna,Serie A,73,66,12,28,2,70,73,78,78,70,74,4,10500000,36000,Medium,2020
20768,D. Didavi,VfB Stuttgart,Bundesliga,72,48,10,29,2,66,71,78,78,76,77,3,10000000,32000,Medium,2020
20769,Hugo Mallo,RC Celta,La Liga,54,77,10,28,2,57,71,78,78,67,66,3,9000000,25000,High,2020
20770,A. Townsend,Crystal Palace,Premier League,69,36,11,27,2,67,77,78,78,71,77,4,11000000,55000,High,2020
20771,T. Cairney,Fulham,Premier League,70,58,9,28,1,65,70,78,78,67,76,4,10500000,49000,High,2020
20772,A. Finnbogason,FC Augsburg,Bundesliga,67,32,12,30,2,66,69,78,78,70,64,3,10000000,30000,Medium,2020
20773,B. Stambouli,FC Schalke 04,Bundesliga,56,79,12,28,2,68,67,78,78,70,61,2,9000000,32000,Low,2020
20774,K. Malcuit,Napoli,Serie A,68,76,11,27,2,67,79,78,78,68,67,3,9000000,54000,High,2020
20775,Nolito,Sevilla FC,La Liga,71,38,10,32,3,70,73,78,78,67,77,4,8000000,19000,High,2020
20776,S. Rode,Eintracht Frankfurt,Bundesliga,63,76,9,28,2,71,71,78,78,73,64,3,9000000,35000,High,2020
20777,G. Ramírez,Sampdoria,Serie A,71,38,10,28,2,65,70,78,78,65,79,4,10500000,39000,Medium,2020
20778,M. Rojo,Manchester United,Premier League,63,76,10,29,3,66,67,78,78,71,65,3,8500000,95000,Medium,2020
20779,Naldo,RCD Espanyol,La Liga,45,79,7,30,1,51,45,78,78,63,50,2,8500000,27000,Medium,2020
20780,J. Gouweleeuw,FC Augsburg,Bundesliga,59,79,11,27,1,66,69,78,78,72,57,2,9500000,25000,High,2020
20781,G. Defrel,Roma,Serie A,71,27,11,28,2,63,80,78,78,62,72,4,10500000,48000,High,2020
20782,Álvaro,Olympique de Marseille,Ligue 1,49,78,10,29,1,57,70,78,78,65,52,2,8500000,36000,Medium,2020
20783,Z. Feddal,Real Betis,La Liga,60,78,11,29,1,61,50,78,78,66,54,2,8500000,25000,Medium,2020
20784,L. Pavoletti,Cagliari,Serie A,71,29,11,30,2,59,64,78,78,75,50,3,10000000,38000,High,2020
20785,R. Olsen,Roma,Serie A,19,16,77,29,1,28,41,78,78,44,20,1,7500000,33000,Medium,2020
20786,M. de Roon,Atalanta,Serie A,68,78,12,28,2,77,69,78,78,79,66,3,10500000,54000,Medium,2020
20787,H. Sakai,Olympique de Marseille,Ligue 1,60,78,10,29,1,64,74,78,78,74,64,2,8500000,36000,High,2020
20788,D. Upamecano,RB Leipzig,Bundesliga,50,75,9,20,1,57,68,77,88,61,49,2,14000000,30000,Medium,2020
20789,E. Audero,Sampdoria,Serie A,19,10,76,22,1,19,56,77,87,43,16,1,11500000,21000,Medium,2020
20790,D. Calabria,Milan,Serie A,61,77,11,22,1,59,77,77,87,63,67,3,13000000,29000,Medium,2020
20791,M. Grujić,Hertha BSC,Bundesliga,71,74,11,23,1,72,65,77,87,74,69,3,13000000,22000,Medium,2020
20792,P. Cutrone,Wolverhampton Wanderers,Premier League,69,24,7,21,1,55,73,77,87,70,58,3,14500000,58000,Medium,2020
20793,D. Brooks,Bournemouth,Premier League,69,46,10,21,1,64,76,77,86,68,73,4,14000000,44000,Medium,2020
20794,M. Vargas,RCD Espanyol,La Liga,64,40,10,22,1,62,86,77,86,70,72,4,13500000,27000,High,2020
20795,Brais Méndez,RC Celta,La Liga,69,47,9,22,1,63,67,77,86,69,76,4,13500000,21000,High,2020
20796,Luiz Felipe,Lazio,Serie A,49,79,10,22,1,57,68,77,86,52,52,3,12500000,35000,Medium,2020
20797,Y. Atal,OGC Nice,Ligue 1,71,72,9,23,1,71,83,77,86,69,70,4,12500000,25000,High,2020
20798,J. Grealish,Aston Villa,Premier League,63,41,10,23,1,59,77,77,85,60,73,4,13000000,47000,Medium,2020
20799,Jorge Meré,1. FC Köln,Bundesliga,47,77,10,22,1,55,70,77,85,59,52,2,12000000,22000,Medium,2020
20800,N. Mukiele,RB Leipzig,Bundesliga,56,77,11,21,1,62,71,77,85,69,63,3,12000000,30000,Medium,2020
20801,C. Nkunku,RB Leipzig,Bundesliga,68,70,8,21,1,69,77,77,85,69,76,3,13000000,34000,Medium,2020
20802,F. Valverde,Real Madrid,La Liga,59,64,9,20,1,64,68,77,85,66,67,3,13000000,86000,Medium,2020
20803,Reguilón,Sevilla FC,La Liga,62,75,10,22,1,63,75,77,85,64,65,2,11500000,14000,High,2020
20804,Renan Lodi,Atlético Madrid,La Liga,69,72,11,21,1,68,82,77,85,72,73,4,12000000,31000,High,2020
20805,G. Simeone,Fiorentina,Serie A,67,35,12,23,2,61,75,77,84,74,67,3,12500000,47000,High,2020
20806,A. Sanabria,Genoa,Serie A,73,28,11,23,1,54,74,77,84,71,71,4,12500000,18000,High,2020
20807,E. Ünal,Real Valladolid CF,La Liga,70,30,11,22,1,63,73,77,84,78,66,3,12500000,20000,High,2020
20808,M. Pašalić,Atalanta,Serie A,69,65,12,24,1,71,63,77,84,74,72,4,12500000,43000,High,2020
20809,P. Bernardoni,Nîmes Olympique,Ligue 1,18,15,77,22,1,21,35,77,84,49,19,1,9500000,15000,Medium,2020
20810,L. Cook,Bournemouth,Premier League,62,68,12,22,1,70,75,77,84,67,73,3,12500000,52000,Medium,2020
20811,N. Nández,Cagliari,Serie A,61,76,10,23,1,73,79,77,84,77,63,3,12500000,28000,High,2020
20812,A. Barák,Udinese,Serie A,68,51,12,24,1,67,65,77,84,73,72,4,12500000,16000,High,2020
20813,S. McTominay,Manchester United,Premier League,68,72,8,22,1,69,61,77,84,75,64,3,11500000,73000,High,2020
20814,K. Mbabu,VfL Wolfsburg,Bundesliga,60,73,10,24,1,64,80,77,83,72,64,3,11000000,33000,High,2020
